VEHTYPE,ROAD_CLASS,LOCCOORD,DISTRICT,TRAFFCTL,LIGHT,RDSFCOND,INVTYPE,IMPACTYPE,INVAGE,YEAR,TIME,LATITUDE,LONGITUDE,MONTH,DAY,PEDESTRIAN,CYCLIST,AUTOMOBILE,TRUCK,TRSN_CITY_VEH,PASSENGER,SPEEDING,AG_DRIV,ACCLASS
"Automobile, Station Wagon",Major Arterial,Intersection,North York,No Control,Daylight,Dry,Passenger,Rear End,10 to 14,2015,10,43.755992,-79.314578,4,4,0,0,1,0,0,1,0,1,0
Motorcycle,Major Arterial,Mid-Block,Scarborough,No Control,Daylight,Dry,Driver,Sideswipe,unknown,2015,16,43.744261,-79.214069,4,4,0,0,0,0,0,0,0,0,0
Motorcycle,Major Arterial,Mid-Block,Scarborough,No Control,Daylight,Dry,Motorcycle Driver,Sideswipe,60 to 64,2015,16,43.744261,-79.214069,4,4,0,0,0,0,0,0,0,0,0
Street Car,Minor Arterial,Mid-Block,Toronto and East York,No Control,"Dark, artificial",Wet,Driver,Pedestrian Collisions,35 to 39,2015,20,43.66582,-79.352763,4,5,1,0,0,0,1,0,0,0,1
Street Car,Minor Arterial,Mid-Block,Toronto and East York,No Control,"Dark, artificial",Wet,Pedestrian,Pedestrian Collisions,60 to 64,2015,20,43.66582,-79.352763,4,5,1,0,0,0,1,0,0,0,1
"Automobile, Station Wagon",Major Arterial,Intersection,Etobicoke York,Traffic Signal,"Dark, artificial",Wet,Driver,Pedestrian Collisions,70 to 74,2015,20,43.678931,-79.496852,4,5,1,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,Etobicoke York,Traffic Signal,"Dark, artificial",Wet,Pedestrian,Pedestrian Collisions,30 to 34,2015,20,43.678931,-79.496852,4,5,1,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,Etobicoke York,Traffic Signal,"Dark, artificial",Wet,Passenger,Pedestrian Collisions,70 to 74,2015,20,43.678931,-79.496852,4,5,1,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Minor Arterial,Intersection,Toronto and East York,Stop Sign,Daylight,Dry,Driver,Pedestrian Collisions,45 to 49,2015,10,43.689421,-79.412998,4,1,1,0,1,0,0,0,0,0,0
"Automobile, Station Wagon",Minor Arterial,Intersection,Toronto and East York,Stop Sign,Daylight,Dry,Pedestrian,Pedestrian Collisions,50 to 54,2015,10,43.689421,-79.412998,4,1,1,0,1,0,0,0,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,North York,Traffic Signal,Daylight,Wet,Driver,Pedestrian Collisions,65 to 69,2015,14,43.713267,-79.458583,4,2,1,0,1,0,0,0,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,North York,Traffic Signal,Daylight,Wet,Pedestrian,Pedestrian Collisions,55 to 59,2015,14,43.713267,-79.458583,4,2,1,0,1,0,0,0,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,Traffic Signal,"Dark, artificial",Wet,Driver,Angle,40 to 44,2015,3,43.732192,-79.267925,4,4,0,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,Traffic Signal,"Dark, artificial",Wet,Driver,Angle,20 to 24,2015,3,43.732192,-79.267925,4,4,0,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,Traffic Signal,"Dark, artificial",Wet,Passenger,Angle,25 to 29,2015,3,43.732192,-79.267925,4,4,0,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Toronto and East York,No Control,Daylight,Dry,Driver,Pedestrian Collisions,80 to 84,2015,12,43.689288,-79.296764,4,4,1,0,1,0,0,0,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,Toronto and East York,No Control,Daylight,Dry,Driver,Pedestrian Collisions,45 to 49,2015,12,43.689288,-79.296764,4,4,1,0,1,0,0,0,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,Toronto and East York,No Control,Daylight,Dry,Pedestrian,Pedestrian Collisions,45 to 49,2015,12,43.689288,-79.296764,4,4,1,0,1,0,0,0,0,0,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,North York,No Control,Daylight,Dry,Driver,Rear End,85 to 89,2015,18,43.722663,-79.499889,4,0,0,0,1,0,1,0,0,1,1
Municipal Transit Bus (TTC),Major Arterial,Mid-Block,North York,No Control,Daylight,Dry,Driver,Rear End,50 to 54,2015,18,43.722663,-79.499889,4,0,0,0,1,0,1,0,0,1,1
"Automobile, Station Wagon",Local,Mid-Block,Etobicoke York,No Control,"Dark, artificial",Dry,Driver,Pedestrian Collisions,35 to 39,2015,1,43.625903,-79.495113,4,1,1,0,1,0,0,0,0,0,0
"Automobile, Station Wagon",Local,Mid-Block,Etobicoke York,No Control,"Dark, artificial",Dry,Pedestrian,Pedestrian Collisions,25 to 29,2015,1,43.625903,-79.495113,4,1,1,0,1,0,0,0,0,0,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Etobicoke York,No Control,Daylight,Dry,Driver,Rear End,25 to 29,2015,7,43.753512,-79.534999,4,2,0,0,1,0,0,0,0,0,0
Other Emergency Vehicle,Major Arterial,Mid-Block,Etobicoke York,No Control,Daylight,Dry,Driver,Rear End,60 to 64,2015,7,43.753512,-79.534999,4,2,0,0,1,0,0,0,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,Toronto and East York,Traffic Signal,Daylight,Dry,Driver,Turning Movement,85 to 89,2015,16,43.645556,-79.369815,4,3,0,0,1,0,0,0,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Toronto and East York,Traffic Signal,Daylight,Dry,Driver,Turning Movement,30 to 34,2015,16,43.645556,-79.369815,4,3,0,0,1,0,0,0,0,1,0
"Automobile, Station Wagon",Minor Arterial,Intersection,North York,Traffic Signal,Daylight,Dry,Driver,Turning Movement,55 to 59,2015,17,43.776915,-79.413181,4,5,0,0,1,0,0,1,1,1,0
Motorcycle,Minor Arterial,Intersection,North York,Traffic Signal,Daylight,Dry,Motorcycle Driver,Turning Movement,20 to 24,2015,17,43.776915,-79.413181,4,5,0,0,1,0,0,1,1,1,0
Motorcycle,Minor Arterial,Intersection,North York,Traffic Signal,Daylight,Dry,Passenger,Turning Movement,70 to 74,2015,17,43.776915,-79.413181,4,5,0,0,1,0,0,1,1,1,0
"Automobile, Station Wagon",Minor Arterial,Mid-Block,Toronto and East York,No Control,Daylight,Dry,Driver,Pedestrian Collisions,15 to 19,2015,14,43.664443,-79.34238,4,0,1,0,1,0,0,1,0,1,1
Pick Up Truck,Minor Arterial,Mid-Block,Toronto and East York,No Control,Daylight,Dry,Driver,Pedestrian Collisions,60 to 64,2015,14,43.664443,-79.34238,4,0,1,0,1,0,0,1,0,1,1
Pick Up Truck,Minor Arterial,Mid-Block,Toronto and East York,No Control,Daylight,Dry,Passenger,Pedestrian Collisions,15 to 19,2015,14,43.664443,-79.34238,4,0,1,0,1,0,0,1,0,1,1
Pick Up Truck,Minor Arterial,Mid-Block,Toronto and East York,No Control,Daylight,Dry,Pedestrian,Pedestrian Collisions,30 to 34,2015,14,43.664443,-79.34238,4,0,1,0,1,0,0,1,0,1,1
Passenger Van,Major Arterial,Intersection,Scarborough,Traffic Signal,"Dark, artificial",Dry,Driver,Rear End,35 to 39,2015,21,43.800505,-79.29964,4,0,0,0,1,0,0,1,1,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,Traffic Signal,"Dark, artificial",Dry,Driver,Rear End,50 to 54,2015,21,43.800505,-79.29964,4,0,0,0,1,0,0,1,1,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,Traffic Signal,"Dark, artificial",Dry,Passenger,Rear End,20 to 24,2015,21,43.800505,-79.29964,4,0,0,0,1,0,0,1,1,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,Traffic Signal,"Dark, artificial",Dry,Passenger,Rear End,50 to 54,2015,21,43.800505,-79.29964,4,0,0,0,1,0,0,1,1,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,Traffic Signal,"Dark, artificial",Dry,Passenger,Rear End,15 to 19,2015,21,43.800505,-79.29964,4,0,0,0,1,0,0,1,1,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,Traffic Signal,"Dark, artificial",Dry,Driver,Angle,45 to 49,2015,1,43.757712,-79.235263,8,6,0,0,1,0,0,1,0,1,1
Motorcycle,Major Arterial,Intersection,Scarborough,No Control,Daylight,Dry,Driver - Not Hit,SMV Other,unknown,2014,10,43.716452,-79.261302,9,2,0,0,0,0,0,0,0,1,0
Motorcycle,Major Arterial,Intersection,Scarborough,No Control,Daylight,Dry,Motorcycle Driver,Turning Movement,30 to 34,2015,17,43.691847,-79.28551,9,5,0,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Etobicoke York,No Control,Daylight,Wet,Driver,Approaching,80 to 84,2014,14,43.68619,-79.512805,11,6,0,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,Traffic Signal,"Dark, artificial",Dry,Passenger,Angle,25 to 29,2015,1,43.757712,-79.235263,8,6,0,0,1,0,0,1,0,1,1
"Automobile, Station Wagon",Minor Arterial,Intersection,Scarborough,Traffic Signal,"Dark, artificial",Dry,Driver,Pedestrian Collisions,40 to 44,2014,0,43.784529,-79.168742,12,0,1,0,1,0,0,0,0,1,0
Motorcycle,Major Arterial,Intersection,Scarborough,No Control,Daylight,Dry,Motorcycle Driver,SMV Other,20 to 24,2014,10,43.716452,-79.261302,9,2,0,0,0,0,0,0,0,1,0
Motorcycle,Major Arterial,Intersection,Scarborough,No Control,Daylight,Dry,Passenger,Turning Movement,50 to 54,2015,17,43.691847,-79.28551,9,5,0,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,Traffic Signal,"Dark, artificial",Dry,Passenger,Angle,20 to 24,2015,1,43.757712,-79.235263,8,6,0,0,1,0,0,1,0,1,1
"Automobile, Station Wagon",Minor Arterial,Intersection,Scarborough,Traffic Signal,"Dark, artificial",Dry,Pedestrian,Pedestrian Collisions,65 to 69,2014,0,43.784529,-79.168742,12,0,1,0,1,0,0,0,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,Traffic Signal,"Dark, artificial",Wet,Driver,Pedestrian Collisions,55 to 59,2014,20,43.74536,-79.294727,9,2,1,0,1,0,0,0,0,1,0
Bicycle,Major Arterial,Intersection,Toronto and East York,Traffic Signal,"Dark, artificial",Dry,Cyclist,Cyclist Collisions,25 to 29,2015,1,43.663642,-79.463794,9,6,0,1,0,0,1,0,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,North York,Traffic Signal,Daylight,Dry,Driver,Turning Movement,85 to 89,2015,12,43.732985,-79.38129,8,6,0,0,1,0,0,0,0,1,1
"Automobile, Station Wagon",Major Arterial,Intersection,North York,Traffic Signal,Daylight,Dry,Driver,Turning Movement,20 to 24,2015,12,43.732985,-79.38129,8,6,0,0,1,0,0,0,0,1,1
Truck-Tractor,Major Arterial,Intersection,Etobicoke York,No Control,Daylight,Dry,Truck Driver,Turning Movement,25 to 29,2015,10,43.751242,-79.63467,8,3,0,0,1,1,0,0,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Etobicoke York,No Control,Daylight,Dry,Driver,Turning Movement,25 to 29,2015,10,43.751242,-79.63467,8,3,0,0,1,1,0,0,0,1,0
Bicycle,Major Arterial,Intersection,Toronto and East York,Traffic Signal,Daylight,Wet,Cyclist,Cyclist Collisions,20 to 24,2015,13,43.648303,-79.485736,8,3,0,1,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,Toronto and East York,Traffic Signal,Daylight,Wet,Driver,Cyclist Collisions,65 to 69,2015,13,43.648303,-79.485736,8,3,0,1,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,Toronto and East York,Traffic Signal,Daylight,Wet,Passenger,Cyclist Collisions,55 to 59,2015,13,43.648303,-79.485736,8,3,0,1,1,0,0,1,0,0,0
Municipal Transit Bus (TTC),Major Arterial,Intersection,Etobicoke York,Traffic Signal,Daylight,Dry,Driver,Pedestrian Collisions,40 to 44,2015,7,43.638514,-79.537998,8,5,1,0,0,0,1,0,0,1,0
Municipal Transit Bus (TTC),Major Arterial,Intersection,Etobicoke York,Traffic Signal,Daylight,Dry,Pedestrian,Pedestrian Collisions,75 to 79,2015,7,43.638514,-79.537998,8,5,1,0,0,0,1,0,0,1,0
Motorcycle,Major Arterial,Mid-Block,North York,No Control,Daylight,Dry,Motorcycle Driver,SMV Other,55 to 59,2015,12,43.722777,-79.301845,8,5,0,0,0,0,0,0,0,1,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Etobicoke York,No Control,Daylight,Wet,Driver,Approaching,75 to 79,2014,14,43.68619,-79.512805,11,6,0,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Scarborough,No Control,Daylight,Dry,Driver,Turning Movement,20 to 24,2015,15,43.726832,-79.265682,8,5,0,0,1,0,0,0,0,1,0
Motorcycle,Major Arterial,Mid-Block,Scarborough,No Control,Daylight,Dry,Motorcycle Driver,Turning Movement,30 to 34,2015,15,43.726832,-79.265682,8,5,0,0,1,0,0,0,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Etobicoke York,Traffic Signal,Dark,Dry,Driver - Not Hit,SMV Other,unknown,2015,1,43.705596,-79.49084,8,6,0,0,1,0,0,0,0,0,0
Motorcycle,Major Arterial,Intersection,Etobicoke York,Traffic Signal,Dark,Dry,Motorcycle Driver,SMV Other,30 to 34,2015,1,43.705596,-79.49084,8,6,0,0,1,0,0,0,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,Etobicoke York,Traffic Signal,Daylight,Dry,Driver,Cyclist Collisions,60 to 64,2015,12,43.628993,-79.55492,8,6,0,1,1,0,0,1,0,0,0
Passenger Van,Major Arterial,Intersection,Etobicoke York,Traffic Signal,Daylight,Dry,Driver,Cyclist Collisions,45 to 49,2015,12,43.628993,-79.55492,8,6,0,1,1,0,0,1,0,0,0
Bicycle,Major Arterial,Intersection,Etobicoke York,Traffic Signal,Daylight,Dry,Cyclist,Cyclist Collisions,55 to 59,2015,12,43.628993,-79.55492,8,6,0,1,1,0,0,1,0,0,0
Bicycle,Major Arterial,Intersection,Etobicoke York,Traffic Signal,Daylight,Dry,Passenger,Cyclist Collisions,40 to 44,2015,12,43.628993,-79.55492,8,6,0,1,1,0,0,1,0,0,0
Pick Up Truck,Major Arterial,Intersection,North York,Traffic Signal,Daylight,Dry,Driver,Pedestrian Collisions,15 to 19,2015,13,43.790801,-79.453021,8,0,1,0,1,0,0,0,0,0,1
Pick Up Truck,Major Arterial,Intersection,North York,Traffic Signal,Daylight,Dry,Pedestrian,Pedestrian Collisions,85 to 89,2015,13,43.790801,-79.453021,8,0,1,0,1,0,0,0,0,0,1
"Automobile, Station Wagon",Major Arterial,Mid-Block,Etobicoke York,No Control,Daylight,Dry,Driver,Approaching,15 to 19,2015,22,43.74137,-79.590785,8,4,0,0,1,0,0,1,1,1,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Etobicoke York,No Control,Daylight,Dry,Driver,Approaching,40 to 44,2015,22,43.74137,-79.590785,8,4,0,0,1,0,0,1,1,1,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Etobicoke York,No Control,Daylight,Dry,Passenger,Approaching,15 to 19,2015,22,43.74137,-79.590785,8,4,0,0,1,0,0,1,1,1,0
"Truck - Closed (Blazer, etc)",Minor Arterial,Intersection,Toronto and East York,Traffic Signal,Daylight,Dry,Truck Driver,Cyclist Collisions,40 to 44,2015,16,43.642317,-79.383968,8,0,0,1,0,1,0,0,0,0,0
Bicycle,Minor Arterial,Intersection,Toronto and East York,Traffic Signal,Daylight,Dry,Cyclist,Cyclist Collisions,35 to 39,2015,16,43.642317,-79.383968,8,0,0,1,0,1,0,0,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,North York,Traffic Signal,Daylight,Dry,Driver,Angle,60 to 64,2015,14,43.811175,-79.360767,9,1,0,0,1,1,0,0,0,1,0
Truck - Dump,Major Arterial,Intersection,North York,Traffic Signal,Daylight,Dry,Truck Driver,Angle,65 to 69,2015,14,43.811175,-79.360767,9,1,0,0,1,1,0,0,0,1,0
Truck - Open,Major Arterial,Mid-Block,Etobicoke York,No Control,Daylight,Dry,Pedestrian,Pedestrian Collisions,70 to 74,2015,8,43.623171,-79.481792,9,3,1,0,0,1,0,0,0,0,1
Truck - Open,Major Arterial,Mid-Block,Etobicoke York,No Control,Daylight,Dry,Truck Driver,Pedestrian Collisions,25 to 29,2015,8,43.623171,-79.481792,9,3,1,0,0,1,0,0,0,0,1
"Automobile, Station Wagon",Minor Arterial,Intersection,Scarborough,No Control,"Dark, artificial",Dry,Driver,SMV Other,20 to 24,2015,1,43.814582,-79.213184,9,5,0,0,1,0,0,1,1,1,0
"Automobile, Station Wagon",Minor Arterial,Intersection,Scarborough,No Control,"Dark, artificial",Dry,Passenger,SMV Other,20 to 24,2015,1,43.814582,-79.213184,9,5,0,0,1,0,0,1,1,1,0
"Automobile, Station Wagon",Minor Arterial,Intersection,Scarborough,No Control,"Dark, artificial",Dry,Passenger,SMV Other,15 to 19,2015,1,43.814582,-79.213184,9,5,0,0,1,0,0,1,1,1,0
"Automobile, Station Wagon",Local,Intersection,North York,No Control,Daylight,Dry,Driver,SMV Other,85 to 89,2015,17,43.76113,-79.448695,9,5,0,0,1,0,0,1,0,0,1
"Automobile, Station Wagon",Local,Intersection,North York,No Control,Daylight,Dry,Passenger,SMV Other,90 to 94,2015,17,43.76113,-79.448695,9,5,0,0,1,0,0,1,0,0,1
Motorcycle,Major Arterial,Mid-Block,Toronto and East York,No Control,Daylight,Dry,Motorcycle Driver,SMV Other,55 to 59,2015,11,43.633349,-79.435138,9,6,0,0,0,0,0,0,0,0,1
"Automobile, Station Wagon",Major Arterial,Intersection,Etobicoke York,Traffic Signal,Dark,Dry,Driver,Angle,unknown,2015,5,43.676829,-79.564204,9,0,0,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Etobicoke York,Traffic Signal,Dark,Dry,Driver,Angle,unknown,2015,5,43.676829,-79.564204,9,0,0,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Etobicoke York,Traffic Signal,Dark,Dry,Passenger,Angle,20 to 24,2015,5,43.676829,-79.564204,9,0,0,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Toronto and East York,No Control,Daylight,Dry,Driver,Pedestrian Collisions,35 to 39,2015,15,43.648951,-79.371242,9,1,1,0,1,0,0,0,0,0,0
"Automobile, Station Wagon",Major Arterial,Mid-Block,Toronto and East York,No Control,Daylight,Dry,Pedestrian,Pedestrian Collisions,65 to 69,2015,15,43.648951,-79.371242,9,1,1,0,1,0,0,0,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,Toronto and East York,Traffic Signal,"Dark, artificial",Wet,Driver,Pedestrian Collisions,60 to 64,2015,21,43.659846,-79.390483,9,4,1,0,1,0,0,0,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Toronto and East York,Traffic Signal,"Dark, artificial",Wet,Pedestrian,Pedestrian Collisions,30 to 34,2015,21,43.659846,-79.390483,9,4,1,0,1,0,0,0,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Toronto and East York,No Control,"Dark, artificial",Wet,Driver,Pedestrian Collisions,45 to 49,2015,22,43.674601,-79.408252,9,4,1,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,Toronto and East York,No Control,"Dark, artificial",Wet,Passenger,Pedestrian Collisions,10 to 14,2015,22,43.674601,-79.408252,9,4,1,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,Toronto and East York,No Control,"Dark, artificial",Wet,Passenger,Pedestrian Collisions,10 to 14,2015,22,43.674601,-79.408252,9,4,1,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,Toronto and East York,No Control,"Dark, artificial",Wet,Pedestrian,Pedestrian Collisions,60 to 64,2015,22,43.674601,-79.408252,9,4,1,0,1,0,0,1,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,Traffic Signal,"Dawn, artificial",Wet,Driver,Pedestrian Collisions,20 to 24,2015,19,43.779551,-79.304385,9,5,1,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,Traffic Signal,"Dawn, artificial",Wet,Passenger,Pedestrian Collisions,25 to 29,2015,19,43.779551,-79.304385,9,5,1,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,Traffic Signal,"Dawn, artificial",Wet,Passenger,Pedestrian Collisions,20 to 24,2015,19,43.779551,-79.304385,9,5,1,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,Traffic Signal,"Dawn, artificial",Wet,Pedestrian,Pedestrian Collisions,15 to 19,2015,19,43.779551,-79.304385,9,5,1,0,1,0,0,1,0,1,0
"Automobile, Station Wagon",Minor Arterial,Intersection,Toronto and East York,Stop Sign,Daylight,Dry,Driver,Angle,40 to 44,2015,17,43.640742,-79.411464,9,2,0,0,1,0,0,0,0,1,0
"Automobile, Station Wagon",Minor Arterial,Intersection,Toronto and East York,Stop Sign,Daylight,Dry,Driver,Angle,35 to 39,2015,17,43.640742,-79.411464,9,2,0,0,1,0,0,0,0,1,0
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,No Control,"Dark, artificial",Dry,Driver,Pedestrian Collisions,20 to 24,2015,20,43.808901,-79.300456,9,2,1,0,1,0,0,0,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,No Control,"Dark, artificial",Dry,Pedestrian,Pedestrian Collisions,80 to 84,2015,20,43.808901,-79.300456,9,2,1,0,1,0,0,0,0,0,0
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,No Control,"Dark, artificial",Dry,Pedestrian,Pedestrian Collisions,70 to 74,2015,20,43.808901,-79.300456,9,2,1,0,1,0,0,0,0,0,0
Bicycle,Collector,Intersection,Etobicoke York,No Control,"Dark, artificial",Dry,Cyclist,Cyclist Collisions,50 to 54,2015,22,43.601107,-79.516086,9,2,0,1,1,0,0,0,0,0,0
"Automobile, Station Wagon",Collector,Intersection,Etobicoke York,No Control,"Dark, artificial",Dry,Driver,Cyclist Collisions,50 to 54,2015,22,43.601107,-79.516086,9,2,0,1,1,0,0,0,0,0,0
"Automobile, Station Wagon",Minor Arterial,Intersection,Scarborough,No Control,"Dark, artificial",Dry,Driver,Pedestrian Collisions,unknown,2015,22,43.816256,-79.227596,9,3,1,0,1,0,0,0,0,0,0
"Automobile, Station Wagon",Minor Arterial,Intersection,Scarborough,No Control,"Dark, artificial",Dry,Pedestrian,Pedestrian Collisions,40 to 44,2015,22,43.816256,-79.227596,9,3,1,0,1,0,0,0,0,0,0
Motorcycle,Minor Arterial,Intersection,Toronto and East York,No Control,Dark,Dry,Motorcycle Driver,Approaching,35 to 39,2015,6,43.664164,-79.326206,9,4,0,0,0,0,1,0,0,0,1
Street Car,Minor Arterial,Intersection,Toronto and East York,No Control,Dark,Dry,Driver,Approaching,30 to 34,2015,6,43.664164,-79.326206,9,4,0,0,0,0,1,0,0,0,1
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,Traffic Signal,"Dark, artificial",Dry,Driver,Turning Movement,65 to 69,2015,20,43.767913,-79.271098,9,6,0,0,1,0,0,1,0,0,1
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,Traffic Signal,"Dark, artificial",Dry,Driver,Turning Movement,15 to 19,2015,20,43.767913,-79.271098,9,6,0,0,1,0,0,1,0,0,1
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,Traffic Signal,"Dark, artificial",Dry,Driver,Turning Movement,20 to 24,2015,20,43.767913,-79.271098,9,6,0,0,1,0,0,1,0,0,1
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,Traffic Signal,"Dark, artificial",Dry,Driver,Turning Movement,20 to 24,2015,20,43.767913,-79.271098,9,6,0,0,1,0,0,1,0,0,1
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,Traffic Signal,"Dark, artificial",Dry,Driver,Turning Movement,25 to 29,2015,20,43.767913,-79.271098,9,6,0,0,1,0,0,1,0,0,1
"Automobile, Station Wagon",Major Arterial,Intersection,Scarborough,Traffic Signal,"Dark, artificial",Dry,Passenger,Turning Movement,80 to 84,2015,20,43.767913,-79.271098,9,6,0,0,1,0,0,1,0,0,1
